,Path,File_Name,Title,Year,Rating,Resolution,Aspect_Ratio,Detailed_Aspect_Ratio,File Size,Run_Time(Minutes)
2061,//nubian/archives/movies/movies/SciFi & Fantasy/Harry Potter and the Prisoner of Azkaban (2004) [PG].m4v,Harry Potter and the Prisoner of Azkaban (2004) [PG].m4v,Harry Potter and the Prisoner of Azkaban,2004,PG,1900x800,2.375,1918.0x796.0,4468,141.70267185185185
2062,//nubian/archives/movies/movies/SciFi & Fantasy/Harry Potter and the Sorcerer's Stone (2001) [PG].m4v,Harry Potter and the Sorcerer's Stone (2001) [PG].m4v,Harry Potter and the Sorcerer's Stone,2001,PG,1900x800,2.375,1920.0x796.0,5390,152.35845592592594
2063,"//nubian/archives/movies/movies/SciFi & Fantasy/Hobbit 1- An Unexpected Journey, The (2012) [PG-13].m4v","Hobbit 1- An Unexpected Journey, The (2012) [PG-13].m4v","Hobbit 1- An Unexpected Journey, The",2012,PG-13,700x400,1.75,720.0x360.0,1137,169.60777314814814
2064,"//nubian/archives/movies/movies/SciFi & Fantasy/Hobbit 2 - The Desolation Of Smaug, The (2013) [PG-13].m4v","Hobbit 2 - The Desolation Of Smaug, The (2013) [PG-13].m4v","Hobbit 2 - The Desolation Of Smaug, The",2013,PG-13,700x400,1.75,718.0x360.0,1020,161.28334425925925
2065,"//nubian/archives/movies/movies/SciFi & Fantasy/Hobbit 3- The Battle Of Five Armies, The (2014) [PG-13].m4v","Hobbit 3- The Battle Of Five Armies, The (2014) [PG-13].m4v","Hobbit 3- The Battle Of Five Armies, The",2014,PG-13,700x400,1.75,720.0x360.0,1168,144.47154925925923
2066,"//nubian/archives/movies/movies/SciFi & Fantasy/I, Robot (2004) [PG-13].m4v","I, Robot (2004) [PG-13].m4v","I, Robot",2004,PG-13,500x300,1.6666666666666667,512.0x288.0,1200,106.651545
2067,//nubian/archives/movies/movies/SciFi & Fantasy/In Time (2011) [PG-13].m4v,In Time (2011) [PG-13].m4v,In Time,2011,PG-13,700x400,1.75,718.0x368.0,496,109.24107611111111
2068,//nubian/archives/movies/movies/SciFi & Fantasy/Independence Day (1996) [PG-13].m4v,Independence Day (1996) [PG-13].m4v,Independence Day,1996,PG-13,700x400,1.75,712.0x368.0,890,153.5337085185185
2069,//nubian/archives/movies/movies/SciFi & Fantasy/Independence Day Resurgence (2016) [PG-13].m4v,Independence Day Resurgence (2016) [PG-13].m4v,Independence Day Resurgence,2016,PG-13,1900x800,2.375,1920.0x800.0,3647,119.73628296296296
2070,//nubian/archives/movies/movies/SciFi & Fantasy/Interstellar (2014) [PG-13].m4v,Interstellar (2014) [PG-13].m4v,Interstellar,2014,PG-13,1900x800,2.375,1920.0x804.0,4671,169.06542407407406
2071,"//nubian/archives/movies/movies/SciFi & Fantasy/Invasion, The (2007) [PG-13].m4v","Invasion, The (2007) [PG-13].m4v","Invasion, The",2007,PG-13,700x500,1.4,720.0x480.0,748,99.35024592592592
2072,//nubian/archives/movies/movies/SciFi & Fantasy/Jumper (2008) [PG-13].mp4,Jumper (2008) [PG-13].mp4,Jumper,2008,PG-13,600x300,2.0,640.0x272.0,1048,88.45155729166666
2073,"//nubian/archives/movies/movies/SciFi & Fantasy/Last Mimzy, The (2007) [PG].m4v","Last Mimzy, The (2007) [PG].m4v","Last Mimzy, The",2007,PG,700x400,1.75,720.0x364.0,541,96.19693388888888
2074,"//nubian/archives/movies/movies/SciFi & Fantasy/Last Starfighter, The (1984) [PG].m4v","Last Starfighter, The (1984) [PG].m4v","Last Starfighter, The",1984,PG,600x300,2.0,640.0x272.0,1198,100.66653784722222
2075,//nubian/archives/movies/movies/SciFi & Fantasy/Logan's Run (1976) [Edited].m4v,Logan's Run (1976) [Edited].m4v,Logan's Run,1976,Edited,1900x800,2.375,1920.0x800.0,3685,117.45138888888889
2076,"//nubian/archives/movies/movies/SciFi & Fantasy/Lord of the Rings 1- The Fellowship of the ring, The (2001) [PG-13].mp4","Lord of the Rings 1- The Fellowship of the ring, The (2001) [PG-13].mp4","Lord of the Rings 1- The Fellowship of the ring, The",2001,PG-13,700x400,1.75,720.0x352.0,1511,228.12025314814815
2077,"//nubian/archives/movies/movies/SciFi & Fantasy/Lord of the Rings 2- The Two Towers, The (2002) [PG-13].m4v","Lord of the Rings 2- The Two Towers, The (2002) [PG-13].m4v","Lord of the Rings 2- The Two Towers, The",2002,PG-13,700x400,1.75,720.0x352.0,1740,235.4428464814815
2078,"//nubian/archives/movies/movies/SciFi & Fantasy/Lord of the Rings 3- The Return of the King, The (2003) [PG-13].m4v","Lord of the Rings 3- The Return of the King, The (2003) [PG-13].m4v","Lord of the Rings 3- The Return of the King, The",2003,PG-13,700x400,1.75,720.0x352.0,1935,263.23588925925924
2079,"//nubian/archives/movies/movies/SciFi & Fantasy/Magic Flute, The (2022) [NR].m4v","Magic Flute, The (2022) [NR].m4v","Magic Flute, The",2022,NR,700x400,1.75,720.0x356.0,928,124.5445587037037
2080,"//nubian/archives/movies/movies/SciFi & Fantasy/Martian, The (2015) [PG-13].m4v","Martian, The (2015) [PG-13].m4v","Martian, The",2015,PG-13,700x400,1.75,720.0x360.0,741,141.5615588888889
2081,//nubian/archives/movies/movies/SciFi & Fantasy/Metropolis (1927).m4v,Metropolis (1927).m4v,Metropolis,1927,,700x500,1.4,674.0x456.0,1060,118.64130055555556
2082,//nubian/archives/movies/movies/SciFi & Fantasy/Miss Peregrines Home for Peculiar Children (2016) [PG-13].m4v,Miss Peregrines Home for Peculiar Children (2016) [PG-13].m4v,Miss Peregrines Home for Peculiar Children,2016,PG-13,700x500,1.4,720.0x472.0,791,126.88022555555555
2083,//nubian/archives/movies/movies/SciFi & Fantasy/Mortal Instruments (2013) [PG-13].m4v,Mortal Instruments (2013) [PG-13].m4v,Mortal Instruments,2013,PG-13,700x400,1.75,720.0x360.0,715,130.2670811111111
2084,//nubian/archives/movies/movies/SciFi & Fantasy/Planet of the Apes (1968) [G].m4v,Planet of the Apes (1968) [G].m4v,Planet of the Apes,1968,G,700x400,1.75,720.0x364.0,835,112.03525629629628
2085,//nubian/archives/movies/movies/SciFi & Fantasy/Planet of the Apes (2001) [PG-13] .m4v,Planet of the Apes (2001) [PG-13] .m4v,Planet of the Apes,2001,PG-13,700x400,1.75,720.0x366.0,985,119.9685987037037
2086,//nubian/archives/movies/movies/SciFi & Fantasy/Ready Player One (2018) [PG-13].mp4,Ready Player One (2018) [PG-13].mp4,Ready Player One,2018,PG-13,700x400,1.75,720.0x360.0,1005,139.95648333333332
2087,//nubian/archives/movies/movies/SciFi & Fantasy/Red Planet (2000) [PG-13].m4v,Red Planet (2000) [PG-13].m4v,Red Planet,2000,PG-13,700x400,1.75,720.0x360.0,587,106.52206425925925
2088,//nubian/archives/movies/movies/SciFi & Fantasy/Reminiscence (2021) [PG-13].m4v,Reminiscence (2021) [PG-13].m4v,Reminiscence,2021,PG-13,1900x800,2.375,1920.0x804.0,2516,115.9860087037037
2089,//nubian/archives/movies/movies/SciFi & Fantasy/Rise Of The Planet Of The Apes (2011) [PG-13].m4v,Rise Of The Planet Of The Apes (2011) [PG-13].m4v,Rise Of The Planet Of The Apes,2011,PG-13,700x400,1.75,718.0x368.0,714,104.92495888888888
2090,//nubian/archives/movies/movies/SciFi & Fantasy/Robot Monster (1953) [G].avi,Robot Monster (1953) [G].avi,Robot Monster,1953,G,500x400,1.25,480.0x352.0,430,62.57253695
2091,//nubian/archives/movies/movies/SciFi & Fantasy/Rogue One- A Star Wars Story (2016) [PG-13].m4v,Rogue One- A Star Wars Story (2016) [PG-13].m4v,Rogue One- A Star Wars Story,2016,PG-13,1900x800,2.375,1920.0x804.0,3545,133.95465388888888
2092,//nubian/archives/movies/movies/SciFi & Fantasy/Runaway (1984) [PG-13].m4v,Runaway (1984) [PG-13].m4v,Runaway,1984,PG-13,600x500,1.2,640.0x496.0,1192,100.00323645833333
2093,//nubian/archives/movies/movies/SciFi & Fantasy/Short Circuit (1986) [PG].mp4,Short Circuit (1986) [PG].mp4,Short Circuit,1986,PG,700x300,2.3333333333333335,710.0x268.0,684,98.66717907407407
2094,//nubian/archives/movies/movies/SciFi & Fantasy/Short Circuit 2 (1988) [PG].m4v,Short Circuit 2 (1988) [PG].m4v,Short Circuit 2,1988,PG,700x500,1.4,708.0x462.0,1055,110.39403648148148
2095,"//nubian/archives/movies/movies/SciFi & Fantasy/Solo, A Star Wars Movie (2018) [PG-13].m4v","Solo, A Star Wars Movie (2018) [PG-13].m4v","Solo, A Star Wars Movie",2018,PG-13,700x400,1.75,720.0x360.0,644,134.76145685185185
2096,//nubian/archives/movies/movies/SciFi & Fantasy/Soylent Green (1973) [PG] .mp4,Soylent Green (1973) [PG] .mp4,Soylent Green,1973,PG,700x400,1.75,720.0x362.0,507,96.79809166666668
2097,//nubian/archives/movies/movies/SciFi & Fantasy/Sphere (1998) [PG-13].m4v,Sphere (1998) [PG-13].m4v,Sphere,1998,PG-13,700x400,1.75,720.0x360.0,717,134.2646859259259
2098,//nubian/archives/movies/movies/SciFi & Fantasy/Stalker (1979) - Part 1.m4v,Stalker (1979) - Part 1.m4v,Stalker  - Part 1,1979,,700x500,1.4,714.0x478.0,900,62.71487444444445
2099,//nubian/archives/movies/movies/SciFi & Fantasy/Stalker (1979) - Part 2.m4v,Stalker (1979) - Part 2.m4v,Stalker  - Part 2,1979,,700x500,1.4,714.0x480.0,1014,92.19654888888888
2100,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek  Into Darkness (2013) [PG-13].m4v,Star Trek  Into Darkness (2013) [PG-13].m4v,Star Trek  Into Darkness,2013,PG-13,700x400,1.75,720.0x360.0,1358,132.07777888888887
2101,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek (2009) [PG-13].m4v,Star Trek (2009) [PG-13].m4v,Star Trek,2009,PG-13,1900x800,2.375,1920.0x800.0,4923,126.83782185185186
2102,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek - The Motion Picture (1979) [PG].mp4,Star Trek - The Motion Picture (1979) [PG].mp4,Star Trek - The Motion Picture,1979,PG,600x300,2.0,640.0x272.0,1622,136.33550451388888
2103,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek 2- The Wrath of Khan (1982) [PG].mp4,Star Trek 2- The Wrath of Khan (1982) [PG].mp4,Star Trek 2- The Wrath of Khan,1982,PG,600x300,2.0,640.0x272.0,1385,116.38710381944445
2104,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek 3- The Search for Spock (1984) [PG].mp4,Star Trek 3- The Search for Spock (1984) [PG].mp4,Star Trek 3- The Search for Spock,1984,PG,600x300,2.0,640.0x272.0,1250,105.06676701388888
2105,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek 5- The Final Frontier (1989) [PG].mp4,Star Trek 5- The Final Frontier (1989) [PG].mp4,Star Trek 5- The Final Frontier,1989,PG,600x300,2.0,640.0x272.0,1266,106.40351944444443
2106,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek 7- Generations (1994) [PG].m4v,Star Trek 7- Generations (1994) [PG].m4v,Star Trek 7- Generations,1994,PG,700x400,1.75,718.0x364.0,693,117.97330481481481
2107,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek 9- Nemesis (2002) [PG-13].m4v,Star Trek 9- Nemesis (2002) [PG-13].m4v,Star Trek 9- Nemesis,2002,PG-13,700x500,1.4,720.0x480.0,762,116.43687592592593
2108,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek Beyond (2016) [PG-13].m4v,Star Trek Beyond (2016) [PG-13].m4v,Star Trek Beyond,2016,PG-13,700x400,1.75,720.0x360.0,1155,122.37642055555555
2109,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek First Contact (1996) [PG-13].m4v,Star Trek First Contact (1996) [PG-13].m4v,Star Trek First Contact,1996,PG-13,1900x800,2.375,1920.0x818.0,2676,110.73840518518519
2110,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek Insurrection (1998) [PG].m4v,Star Trek Insurrection (1998) [PG].m4v,Star Trek Insurrection,1998,PG,700x400,1.75,720.0x368.0,1010,102.9980337037037
2111,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek Iv The Voyage Home (1986) [PG].m4v,Star Trek Iv The Voyage Home (1986) [PG].m4v,Star Trek Iv The Voyage Home,1986,PG,1900x800,2.375,1920.0x818.0,3315,118.8527614814815
2112,//nubian/archives/movies/movies/SciFi & Fantasy/Star Trek VI The Undiscovered Country (1991) [PG].m4v,Star Trek VI The Undiscovered Country (1991) [PG].m4v,Star Trek VI The Undiscovered Country,1991,PG,1900x800,2.375,1920.0x818.0,3233,109.97653296296296
2113,//nubian/archives/movies/movies/SciFi & Fantasy/Star Wars - Episode 5 - The Empire Strikes Back (1980) [PG].m4v,Star Wars - Episode 5 - The Empire Strikes Back (1980) [PG].m4v,Star Wars - Episode 5 - The Empire Strikes Back,1980,PG,1900x800,2.375,1920.0x804.0,2980,127.38281074074074
2114,//nubian/archives/movies/movies/SciFi & Fantasy/Star Wars 3 Revenge of the Sith (2005) [PG-13].mp4,Star Wars 3 Revenge of the Sith (2005) [PG-13].mp4,Star Wars 3 Revenge of the Sith,2005,PG-13,600x400,1.5,640.0x368.0,1620,140.16280055555555
2115,//nubian/archives/movies/movies/SciFi & Fantasy/Star Wars 4 A New Hope (1977) [PG].mp4,Star Wars 4 A New Hope (1977) [PG].mp4,Star Wars 4 A New Hope,1977,PG,500x200,2.5,480.0x208.0,529,124.42535333333332
2116,//nubian/archives/movies/movies/SciFi & Fantasy/Star Wars 6 Return of the Jedi (1983) [PG].mp4,Star Wars 6 Return of the Jedi (1983) [PG].mp4,Star Wars 6 Return of the Jedi,1983,PG,500x200,2.5,480.0x208.0,668,134.4705948148148
2117,//nubian/archives/movies/movies/SciFi & Fantasy/Star Wars 7 The Force Awakens (2015) [PG-13].m4v,Star Wars 7 The Force Awakens (2015) [PG-13].m4v,Star Wars 7 The Force Awakens,2015,PG-13,700x400,1.75,720.0x360.0,1313,138.0830837037037
2118,//nubian/archives/movies/movies/SciFi & Fantasy/Star Wars 8 The Last Jedi (2017) [PG-13].m4v,Star Wars 8 The Last Jedi (2017) [PG-13].m4v,Star Wars 8 The Last Jedi,2017,PG-13,700x400,1.75,720.0x360.0,751,151.84127277777776
2119,//nubian/archives/movies/movies/SciFi & Fantasy/Star Wars Episode 1 - The Phantom Menace (1999) [PG].m4v,Star Wars Episode 1 - The Phantom Menace (1999) [PG].m4v,Star Wars Episode 1 - The Phantom Menace,1999,PG,1900x800,2.375,1920.0x816.0,3442,136.1818788888889
2120,//nubian/archives/movies/movies/SciFi & Fantasy/Star Wars Episode 2- Attack Of The Clones (2002) [PG].m4v,Star Wars Episode 2- Attack Of The Clones (2002) [PG].m4v,Star Wars Episode 2- Attack Of The Clones,2002,PG,1900x800,2.375,1920.0x816.0,3283,142.46454407407407
2121,//nubian/archives/movies/movies/SciFi & Fantasy/Star Wars Episode IX- The Rise Of Skywalker (2019) [PG-13].m4v,Star Wars Episode IX- The Rise Of Skywalker (2019) [PG-13].m4v,Star Wars Episode IX- The Rise Of Skywalker,2019,PG-13,700x400,1.75,720.0x356.0,1449,141.88410314814817
2122,//nubian/archives/movies/movies/SciFi & Fantasy/Stardust [PG-13] (2007).mp4,Stardust [PG-13] (2007).mp4,Stardust,2007,PG-13,700x400,1.75,720.0x356.0,787,127.68269388888889
2123,//nubian/archives/movies/movies/SciFi & Fantasy/Stargate (1994) [PG-13].m4v,Stargate (1994) [PG-13].m4v,Stargate,1994,PG-13,700x400,1.75,718.0x368.0,1429,130.07452777777777
2124,//nubian/archives/movies/movies/SciFi & Fantasy/Stargate Atlantis Rising.m4v,Stargate Atlantis Rising.m4v,Stargate Atlantis Rising,,,700x500,1.4,720.0x478.0,615,88.26659592592593
2125,//nubian/archives/movies/movies/SciFi & Fantasy/Super 8 (2011) [PG-13].m4v,Super 8 (2011) [PG-13].m4v,Super 8,2011,PG-13,700x400,1.75,720.0x360.0,654,102.10269555555556
2126,//nubian/archives/movies/movies/SciFi & Fantasy/Surrogates (2009) [PG-13].m4v,Surrogates (2009) [PG-13].m4v,Surrogates,2009,PG-13,1900x800,2.375,1920.0x800.0,3272,88.60587814814815
2127,//nubian/archives/movies/movies/SciFi & Fantasy/The Innocents (2021) [NR].m4v,The Innocents (2021) [NR].m4v,The Innocents,2021,NR,700x400,1.75,720.0x360.0,880,117.50975314814814
2128,//nubian/archives/movies/movies/SciFi & Fantasy/The Osiris Child (2016) [NR].m4v,The Osiris Child (2016) [NR].m4v,The Osiris Child,2016,NR,700x300,2.3333333333333335,720.0x320.0,430,98.82080518518518
2129,//nubian/archives/movies/movies/SciFi & Fantasy/The Thirteenth Floor (1999) [R].m4v,The Thirteenth Floor (1999) [R].m4v,The Thirteenth Floor,1999,R,700x400,1.75,708.0x358.0,588,100.48413444444444
2130,//nubian/archives/movies/movies/SciFi & Fantasy/The X Files (1998) [PG-13].mp4,The X Files (1998) [PG-13].mp4,The X Files,1998,PG-13,700x300,2.3333333333333335,720.0x306.0,1218,122.64140777777779
2131,//nubian/archives/movies/movies/SciFi & Fantasy/The X Files- I Want to Believe (2008) [PG-13].mp4,The X Files- I Want to Believe (2008) [PG-13].mp4,The X Files- I Want to Believe,2008,PG-13,600x300,2.0,640.0x272.0,1281,107.65337881944444
2132,"//nubian/archives/movies/movies/SciFi & Fantasy/Time Machine, The (1960) [G].avi","Time Machine, The (1960) [G].avi","Time Machine, The",1960,G,600x400,1.5,624.0x352.0,638,102.64153041930821
2133,//nubian/archives/movies/movies/SciFi & Fantasy/Transcendence (2014) [PG-13].m4v,Transcendence (2014) [PG-13].m4v,Transcendence,2014,PG-13,700x400,1.75,720.0x360.0,569,119.29083814814815
2134,//nubian/archives/movies/movies/SciFi & Fantasy/Tron (1982) [PG].m4v,Tron (1982) [PG].m4v,Tron,1982,PG,700x400,1.75,720.0x390.0,1042,95.78943055555555
2135,//nubian/archives/movies/movies/SciFi & Fantasy/Tron- Legacy (2010) [PG].m4v,Tron- Legacy (2010) [PG].m4v,Tron- Legacy,2010,PG,1900x800,2.375,1920.0x816.0,3628,125.14446351851852
2136,//nubian/archives/movies/movies/SciFi & Fantasy/Twelve Monkees (1995) [CF].m4v,Twelve Monkees (1995) [CF].m4v,Twelve Monkees,1995,CF,700x300,2.3333333333333335,710.0x344.0,788,127.83381722222222
2137,//nubian/archives/movies/movies/SciFi & Fantasy/Valerian and the City of a Thousand Planets (2017) [PG-13].m4v,Valerian and the City of a Thousand Planets (2017) [PG-13].m4v,Valerian and the City of a Thousand Planets,2017,PG-13,1900x800,2.375,1920.0x804.0,3995,138.0592948148148
2138,//nubian/archives/movies/movies/SciFi & Fantasy/Vesper (2022) [NR].m4v,Vesper (2022) [NR].m4v,Vesper,2022,NR,700x400,1.75,720.0x360.0,822,114.09314555555557
2139,//nubian/archives/movies/movies/SciFi & Fantasy/Voyage Of The Dawn Treader (2021) [PG].m4v,Voyage Of The Dawn Treader (2021) [PG].m4v,Voyage Of The Dawn Treader,2021,PG,700x500,1.4,720.0x480.0,1027,112.69188592592594
2140,//nubian/archives/movies/movies/SciFi & Fantasy/Voyagers (2021) [PG-13].m4v,Voyagers (2021) [PG-13].m4v,Voyagers,2021,PG-13,1900x800,2.375,1920.0x804.0,1874,108.12537814814814
2141,//nubian/archives/movies/movies/SciFi & Fantasy/Westworld (1973) [PG].m4v,Westworld (1973) [PG].m4v,Westworld,1973,PG,700x400,1.75,720.0x360.0,761,89.00182999999998
2142,"//nubian/archives/movies/movies/SciFi & Fantasy/Wrinkle In Time, A (2003).mp4","Wrinkle In Time, A (2003).mp4","Wrinkle In Time, A",2003,,700x500,1.4,718.0x480.0,980,127.97840611111111
2143,"//nubian/archives/movies/movies/SciFi & Fantasy/Wrinkle In Time, A (2018) [PG].m4v","Wrinkle In Time, A (2018) [PG].m4v","Wrinkle In Time, A",2018,PG,700x400,1.75,716.0x360.0,567,109.61075111111111
2144,"//nubian/archives/movies/movies/SciFi & Fantasy/X Files, The (1998) [PG-13].m4v","X Files, The (1998) [PG-13].m4v","X Files, The",1998,PG-13,1900x800,2.375,1920.0x816.0,4290,122.68784277777777
2145,//nubian/archives/movies/movies/SciFi & Fantasy/Æon Flux (2005) [PG-13].mp4,Æon Flux (2005) [PG-13].mp4,Æon Flux,2005,PG-13,500x300,1.6666666666666667,512.0x288.0,958,92.90670277777778
2146,//nubian/archives/movies/Bad/Movies/12 Monkeys  (1995)[R].m4v,12 Monkeys  (1995)[R].m4v,12 Monkeys,1995,R,700x500,1.4,720.0x462.0,1212,129.57597425925925
2147,//nubian/archives/movies/Bad/Movies/21 Jump Street [R].m4v,21 Jump Street [R].m4v,21 Jump Street,,R,1300x500,2.6,1280.0x528.0,704,109.62548819444443
2148,//nubian/archives/movies/Bad/Movies/22 Jump Street (2014) [R].m4v,22 Jump Street (2014) [R].m4v,22 Jump Street,2014,R,700x400,1.75,720.0x362.0,670,111.96463018518517
2149,//nubian/archives/movies/Bad/Movies/300 [R].m4v,300 [R].m4v,300,,R,600x400,1.5,640.0x368.0,1344,116.54698611111112
2150,//nubian/archives/movies/Bad/Movies/A Scanner Darkly (2006) [R].avi,A Scanner Darkly (2006) [R].avi,A Scanner Darkly,2006,R,600x300,2.0,572.0x312.0,701,100.37607051495941
2151,//nubian/archives/movies/Bad/Movies/Alien Covenant (2017) [R].m4v,Alien Covenant (2017) [R].m4v,Alien Covenant,2017,R,700x400,1.75,718.0x360.0,655,122.07055944444444
2152,//nubian/archives/movies/Bad/Movies/American Beauty(1999) [R].m4v,American Beauty(1999) [R].m4v,American Beauty,1999,R,700x400,1.75,714.0x360.0,530,121.59953555555556
2153,//nubian/archives/movies/Bad/Movies/American Gangster [R].m4v,American Gangster [R].m4v,American Gangster,,R,400x200,2.0,400.0x208.0,1092,175.82634479166666
2154,//nubian/archives/movies/Bad/Movies/Apocalypse Now Redux (1979) [R].m4v,Apocalypse Now Redux (1979) [R].m4v,Apocalypse Now Redux,1979,R,700x400,1.75,720.0x430.0,1446,202.3659137037037
2155,//nubian/archives/movies/Bad/Movies/Army Of Darkness [R].m4v,Army Of Darkness [R].m4v,Army Of Darkness,,R,700x500,1.4,720.0x460.0,1203,80.38623851851851
2156,//nubian/archives/movies/Bad/Movies/Atomic Blonde [R].m4v,Atomic Blonde [R].m4v,Atomic Blonde,,R,700x400,1.75,720.0x360.0,959,114.75519574074075
